referrer_id,referee_id,cluster_id
u_e073705fa6,u_77140c1664,ring_74
u_e073705fa6,u_6c56d5524b,ring_74
u_e073705fa6,u_0a276be5d5,ring_74
u_e073705fa6,u_122b6fa377,ring_74
u_e073705fa6,u_37b0312cfd,ring_74
u_e073705fa6,u_0503ebb179,ring_74
u_3cdfa345b9,u_da4eec247d,ring_75
u_3cdfa345b9,u_d2ed5f2ccc,ring_75
u_3cdfa345b9,u_1e0ff239f5,ring_75
u_3cdfa345b9,u_cabb3fa36b,ring_75
u_3cdfa345b9,u_a245287bbb,ring_75
u_3cdfa345b9,u_f4c360e0c8,ring_75
u_3cdfa345b9,u_7c3c98bd4e,ring_75
u_3cdfa345b9,u_cea16fa5fd,ring_75
u_3cdfa345b9,u_e1b7090af5,ring_75
u_3cdfa345b9,u_70d1806acb,ring_75
u_3cdfa345b9,u_e6ec336663,ring_75
u_4fb66e545e,u_2528b1eab3,ring_76
u_4fb66e545e,u_9ee720c98b,ring_76
u_4fb66e545e,u_8eee1e0989,ring_76
u_4fb66e545e,u_e9ac38c76d,ring_76
u_4fb66e545e,u_964e60f6e6,ring_76
u_4fb66e545e,u_2d1d029c10,ring_76
u_4fb66e545e,u_f15f5a7361,ring_76
u_4fb66e545e,u_61845b4e7b,ring_76
u_9293479ed5,u_d1dbcf6e08,ring_77
u_9293479ed5,u_1102f90d33,ring_77
u_9293479ed5,u_1aea5867e7,ring_77
u_9293479ed5,u_17b1438e80,ring_77
u_9293479ed5,u_1639907aad,ring_77
u_9293479ed5,u_051496ba53,ring_77
u_8ad5cf09f9,u_fe9608b87b,ring_78
u_8ad5cf09f9,u_f9943c616f,ring_78
u_8ad5cf09f9,u_92f0daf9e2,ring_78
u_8ad5cf09f9,u_2e272d7e73,ring_78
u_8ad5cf09f9,u_d3e0489566,ring_78
u_8ad5cf09f9,u_b59900c982,ring_78
u_8ad5cf09f9,u_e444af9918,ring_78
u_8ad5cf09f9,u_a93f68af9d,ring_78
u_8ad5cf09f9,u_9025a246d6,ring_78
u_8ad5cf09f9,u_491d195c3f,ring_78
u_3b7d14ff3e,u_c2ca325a10,ring_79
u_3b7d14ff3e,u_23eaf85bd6,ring_79
u_3b7d14ff3e,u_210c863adb,ring_79
u_3b7d14ff3e,u_4cca092bd6,ring_79
u_3b7d14ff3e,u_41cf97fbdb,ring_79
u_3b7d14ff3e,u_d671ec3816,ring_79
u_3b7d14ff3e,u_3b72a08220,ring_79
u_3b7d14ff3e,u_b95ac31a53,ring_79
u_3b7d14ff3e,u_e98a32bd8d,ring_79
u_b396f58855,u_4990d4c96e,ring_80
u_b396f58855,u_23b1d872c9,ring_80
u_b396f58855,u_a02540affc,ring_80
u_e497890bf7,u_93fd887668,ring_81
u_e497890bf7,u_4008224157,ring_81
u_e497890bf7,u_eb1f1a0027,ring_81
u_e497890bf7,u_4ae7472351,ring_81
u_e497890bf7,u_fc880a57c3,ring_81
u_e497890bf7,u_0c2ba6664f,ring_81
u_e497890bf7,u_15133b1155,ring_81
u_e497890bf7,u_439b9adeb9,ring_81
u_e497890bf7,u_78294143f7,ring_81
u_e497890bf7,u_3c387e77f5,ring_81
u_e497890bf7,u_434eca0fec,ring_81
u_9feb531bde,u_f7f2d4c96e,ring_82
u_9feb531bde,u_017387f382,ring_82
u_9feb531bde,u_9f8a2932c4,ring_82
u_9feb531bde,u_f34609dd27,ring_82
u_e10074beef,u_e3b3b52b9f,ring_83
u_e10074beef,u_c7896928fa,ring_83
u_e10074beef,u_5151f4e59f,ring_83
u_e10074beef,u_1f4ce2ab65,ring_83
u_e10074beef,u_001d472f62,ring_83
u_e10074beef,u_9d79936d57,ring_83
u_e99a187adb,u_9acfd333b4,ring_84
u_e99a187adb,u_07d848cd37,ring_84
u_e99a187adb,u_35d811fcf3,ring_84
u_e99a187adb,u_fde832be8e,ring_84
u_e99a187adb,u_68f6386b5c,ring_84
u_e99a187adb,u_9e87d85b95,ring_84
u_e99a187adb,u_cdabe5ba98,ring_84
u_e99a187adb,u_769db52ebe,ring_84
u_e99a187adb,u_9b90e4be4c,ring_84
u_e99a187adb,u_a212424bf0,ring_84
u_e99a187adb,u_19ea82800e,ring_84
u_8cec3d1c20,u_b926e77062,ring_85
u_8cec3d1c20,u_7b894c667b,ring_85
u_8cec3d1c20,u_fe7c7107c5,ring_85
u_8cec3d1c20,u_eb22e3f9bc,ring_85
u_8cec3d1c20,u_bea61731ff,ring_85
u_8cec3d1c20,u_96ddf77d0d,ring_85
u_8cec3d1c20,u_f4ce59cdc7,ring_85
u_8cec3d1c20,u_d09b484234,ring_85
u_8cec3d1c20,u_ebe6b54516,ring_85
u_8cec3d1c20,u_47460809f2,ring_85
u_8cec3d1c20,u_bf4b417a09,ring_85
u_45dbb6ca2a,u_962b2fcd9f,ring_86
u_45dbb6ca2a,u_cd4a142814,ring_86
u_45dbb6ca2a,u_ccba338fd9,ring_86
u_45dbb6ca2a,u_a14de5956b,ring_86
u_45dbb6ca2a,u_ed7636c691,ring_86
u_45dbb6ca2a,u_5eed8351bf,ring_86
u_45dbb6ca2a,u_548cc14ff5,ring_86
u_45dbb6ca2a,u_944548d2db,ring_86
u_45dbb6ca2a,u_8a41d63f73,ring_86
u_599a6faef6,u_7a10ad51d3,ring_87
u_599a6faef6,u_e80ac1aa0c,ring_87
u_599a6faef6,u_c538621192,ring_87
u_599a6faef6,u_88965080a1,ring_87
u_599a6faef6,u_9047a03170,ring_87
u_599a6faef6,u_020a5346b2,ring_87
u_599a6faef6,u_8bf669434b,ring_87
u_599a6faef6,u_6806ed151a,ring_87
u_599a6faef6,u_10587391b8,ring_87
u_50c25a2bf9,u_1944c42d16,ring_88
u_50c25a2bf9,u_18191b363e,ring_88
u_50c25a2bf9,u_58583a1bf2,ring_88
u_50c25a2bf9,u_1be0072e15,ring_88
u_477819077f,u_311e0eb43e,ring_89
u_477819077f,u_9c23cd0fad,ring_89
u_477819077f,u_8cb136129a,ring_89
u_477819077f,u_f9b3c82605,ring_89
u_7cf7f6d116,u_782c806b1d,ring_90
u_7cf7f6d116,u_e963d49905,ring_90
u_7cf7f6d116,u_df9ec4bd54,ring_90
u_effe5545f6,u_cd1064ee94,ring_91
u_effe5545f6,u_d8a8e401b4,ring_91
u_effe5545f6,u_f60f3f95b8,ring_91
u_effe5545f6,u_75a6659bf1,ring_91
u_effe5545f6,u_08c40027e1,ring_91
u_effe5545f6,u_c596c21f4f,ring_91
u_effe5545f6,u_5c4079f621,ring_91
u_effe5545f6,u_ec30bec3a5,ring_91
u_effe5545f6,u_49a598487f,ring_91
u_effe5545f6,u_6715fc25c6,ring_91
u_effe5545f6,u_4ebde23a61,ring_91
u_effe5545f6,u_734600963f,ring_91
u_effe5545f6,u_898a712489,ring_91
u_24dd878dd1,u_07fe5b7e4f,ring_92
u_24dd878dd1,u_56514435b4,ring_92
u_24dd878dd1,u_ad0db940b6,ring_92
u_24dd878dd1,u_87d1fbbaff,ring_92
u_24dd878dd1,u_ef663e45a6,ring_92
u_24dd878dd1,u_74341e2eb0,ring_92
u_24dd878dd1,u_eb4ba948c8,ring_92
u_24dd878dd1,u_b8bfa60057,ring_92
u_24dd878dd1,u_6e5e98a983,ring_92
u_24dd878dd1,u_1ce5a76255,ring_92
u_24dd878dd1,u_307dce8754,ring_92
u_24dd878dd1,u_0a066bc52e,ring_92
u_24dd878dd1,u_5803573846,ring_92
u_addf952ce9,u_778a2cd50f,ring_93
u_addf952ce9,u_4297379cc1,ring_93
u_addf952ce9,u_424d91a8d3,ring_93
u_addf952ce9,u_564d05572e,ring_93
u_addf952ce9,u_2bf928aa65,ring_93
u_addf952ce9,u_b520171a81,ring_93
u_addf952ce9,u_28b85759ff,ring_93
u_addf952ce9,u_dea5cfb64d,ring_93
u_addf952ce9,u_d98823d7e1,ring_93
u_addf952ce9,u_3dc26723e6,ring_93
u_addf952ce9,u_a91e2371ce,ring_93
u_addf952ce9,u_50fec702cc,ring_93
u_addf952ce9,u_85bec38769,ring_93
u_821c06a0bc,u_706270ae37,ring_94
u_821c06a0bc,u_e527513dba,ring_94
u_821c06a0bc,u_5cf5678b48,ring_94
u_821c06a0bc,u_51e9f7e983,ring_94
u_821c06a0bc,u_06be4ef287,ring_94
u_821c06a0bc,u_255b2b9a4a,ring_94
u_821c06a0bc,u_749a2fa4a8,ring_94
u_821c06a0bc,u_5a9aea17f1,ring_94
u_821c06a0bc,u_aa9ced6313,ring_94
u_821c06a0bc,u_e825e296a3,ring_94
u_821c06a0bc,u_2bfd4bf25d,ring_94
u_821c06a0bc,u_7479dffc07,ring_94
u_013e4f48fb,u_815e6fd7f8,ring_95
u_013e4f48fb,u_4e83935c5a,ring_95
u_013e4f48fb,u_2816cfd4ce,ring_95
u_013e4f48fb,u_3c266880ea,ring_95
u_013e4f48fb,u_ed0a9c2675,ring_95
u_013e4f48fb,u_bcd613fcf3,ring_95
u_013e4f48fb,u_93b8783455,ring_95
u_013e4f48fb,u_30ee593f23,ring_95
u_40915ec606,u_06a42ade26,ring_96
u_40915ec606,u_28441e152d,ring_96
u_40915ec606,u_cd9f34a978,ring_96
u_7d4ffe9d69,u_82cd52f95c,ring_97
u_7d4ffe9d69,u_5a6e2c4215,ring_97
u_7d4ffe9d69,u_fefec1f2d9,ring_97
u_7d4ffe9d69,u_d300e88e95,ring_97
u_7d4ffe9d69,u_6e9b5f9ac8,ring_97
u_7d4ffe9d69,u_1e3b08aea7,ring_97
u_7d4ffe9d69,u_d816c33761,ring_97
u_7d4ffe9d69,u_d8c6dc11f0,ring_97
u_7d4ffe9d69,u_8a0688347d,ring_97
u_9c88eca876,u_617dc341e4,ring_98
u_9c88eca876,u_514645fb15,ring_98
u_9c88eca876,u_4cfb8e784f,ring_98
u_9c88eca876,u_d970c719e1,ring_98
u_9c88eca876,u_894e47d3a9,ring_98
u_9c88eca876,u_d2b6e7cbd4,ring_98
u_9c88eca876,u_135f10d0e3,ring_98
u_9c88eca876,u_f6f303f984,ring_98
u_9c88eca876,u_e4ba5277a1,ring_98
u_9c88eca876,u_6a5f5592a8,ring_98
u_9c88eca876,u_a405c13ba8,ring_98
u_9c88eca876,u_c13c39bde6,ring_98
u_9a89c50162,u_907d62d65c,ring_99
u_9a89c50162,u_620936ba42,ring_99
u_9a89c50162,u_2f09e3dc6e,ring_99
u_fb001bbe71,u_dc4ddcfef5,ring_100
u_fb001bbe71,u_4c8716871e,ring_100
u_fb001bbe71,u_3dbdc831d5,ring_100
u_fb001bbe71,u_8437bd34e8,ring_100
u_fb001bbe71,u_8c0aa5b9bd,ring_100
u_fb001bbe71,u_7b424cb53b,ring_100
u_3345e61741,u_42386d3207,ring_101
u_3345e61741,u_d86c691088,ring_101
u_3345e61741,u_76fa4f8256,ring_101
u_3345e61741,u_e8a2146ffb,ring_101
u_3345e61741,u_53c6b0fa20,ring_101
u_3345e61741,u_3eb8bea9da,ring_101
u_3345e61741,u_7c813d1fc4,ring_101
u_3345e61741,u_179fdfa4b3,ring_101
u_3345e61741,u_392ffe8827,ring_101
u_3345e61741,u_1ca6910219,ring_101
u_7d3e08d1a9,u_fd949c535a,ring_102
u_7d3e08d1a9,u_f5787f5d31,ring_102
u_7d3e08d1a9,u_da0de75a8c,ring_102
u_7d3e08d1a9,u_fc139eb287,ring_102
u_7d3e08d1a9,u_99f995d730,ring_102
u_7d3e08d1a9,u_bfe2287ce8,ring_102
u_7d3e08d1a9,u_8d51b37cc2,ring_102
u_7d3e08d1a9,u_4f1d893ff0,ring_102
u_7d3e08d1a9,u_1e3109524f,ring_102
u_7d3e08d1a9,u_ed2bd0a37d,ring_102
u_7d3e08d1a9,u_9f2a308d71,ring_102
u_7d3e08d1a9,u_0bf7449e56,ring_102
u_fa52e63815,u_7abfc68237,ring_103
u_fa52e63815,u_5e6dd07ce3,ring_103
u_fa52e63815,u_e8a2565d71,ring_103
u_fa52e63815,u_81edd772b6,ring_103
u_fa52e63815,u_7a9b511414,ring_103
u_fa52e63815,u_8f5cb2ab65,ring_103
u_bb08972b92,u_22fa1acc63,ring_104
u_bb08972b92,u_19f5b8420f,ring_104
u_bb08972b92,u_ea7593e83d,ring_104
u_bb08972b92,u_42872a840b,ring_104
u_bb08972b92,u_32f945561c,ring_104
u_bb08972b92,u_551fd69855,ring_104
u_bb08972b92,u_567fdf669a,ring_104
u_18422c5d76,u_60b9b5267a,ring_105
u_18422c5d76,u_8d3abed043,ring_105
u_18422c5d76,u_494da337c8,ring_105
u_18422c5d76,u_22d66face8,ring_105
u_18422c5d76,u_045025767a,ring_105
u_5de5cd70ef,u_15095d1e30,ring_106
u_5de5cd70ef,u_69947d081d,ring_106
u_5de5cd70ef,u_70df6c5559,ring_106
u_5de5cd70ef,u_1f46aa287b,ring_106
u_5de5cd70ef,u_7f2469055b,ring_106
u_5de5cd70ef,u_c0455e7337,ring_106
u_5de5cd70ef,u_a20198d7dc,ring_106
u_5de5cd70ef,u_4110ef9eb3,ring_106
u_5de5cd70ef,u_0a9463a72a,ring_106
u_5de5cd70ef,u_b36ecf7a54,ring_106
u_5de5cd70ef,u_c5d972858a,ring_106
u_76cc558801,u_dc26aed094,ring_107
u_76cc558801,u_3a8177ffdc,ring_107
u_76cc558801,u_735d69be0f,ring_107
u_76cc558801,u_8545d68d6a,ring_107
u_76cc558801,u_e0ed0fdde4,ring_107
u_76cc558801,u_043995634d,ring_107
u_76cc558801,u_aadf3619b9,ring_107
u_76cc558801,u_d8dd95bc9e,ring_107
u_484a40d10f,u_afa4aa01b0,ring_108
u_484a40d10f,u_3b0fd94cb4,ring_108
u_484a40d10f,u_734db260f3,ring_108
u_484a40d10f,u_ea77250555,ring_108
u_484a40d10f,u_080c11ad7c,ring_108
u_484a40d10f,u_3ff3d9497b,ring_108
u_484a40d10f,u_eaa43b6f83,ring_108
u_484a40d10f,u_e613d2bc63,ring_108
u_484a40d10f,u_c19ceda76a,ring_108
u_484a40d10f,u_d4c1a251d1,ring_108
u_484a40d10f,u_1e9bacb15d,ring_108
u_484a40d10f,u_7c2962a00a,ring_108
u_484a40d10f,u_ca920bac4c,ring_108
u_4ad262eccf,u_cf136e203a,ring_109
u_4ad262eccf,u_3401c81ea2,ring_109
u_4ad262eccf,u_1bdc33e5ab,ring_109
u_4ad262eccf,u_329486df07,ring_109
u_4ad262eccf,u_7f58870d4c,ring_109
u_cdd569f5ee,u_4629d2af93,ring_110
u_cdd569f5ee,u_614bca312c,ring_110
u_cdd569f5ee,u_8fa3e7d456,ring_110
u_cdd569f5ee,u_0e9a31c24f,ring_110
u_cdd569f5ee,u_b0e5ae01ad,ring_110
u_cdd569f5ee,u_a2a0cf40a2,ring_110
u_cdd569f5ee,u_0812631b22,ring_110
u_cdd569f5ee,u_bf01ce12bb,ring_110
u_cdd569f5ee,u_5799e613d2,ring_110
u_cdd569f5ee,u_3aeb3210da,ring_110
u_cdd569f5ee,u_19aaafd99c,ring_110
u_cdd569f5ee,u_653616bf31,ring_110
u_cdd569f5ee,u_1256558159,ring_110
u_ae32a9995d,u_b5187fec14,ring_111
u_ae32a9995d,u_714dcf514a,ring_111
u_ae32a9995d,u_db274ec345,ring_111
u_ae32a9995d,u_c9c30e32c7,ring_111
u_ae32a9995d,u_45d9bb6b6c,ring_111
u_ae32a9995d,u_6533df3dd5,ring_111
u_ae32a9995d,u_f3b810ddde,ring_111
u_ae32a9995d,u_c801e4a29d,ring_111
u_77420a5ae0,u_d5d4ce8bff,ring_112
u_77420a5ae0,u_2b5661952e,ring_112
u_77420a5ae0,u_104cbb4be9,ring_112
u_77420a5ae0,u_10a6a7bb5a,ring_112
u_77420a5ae0,u_d2e13caf71,ring_112
u_77420a5ae0,u_7e282e4e1e,ring_112
u_77420a5ae0,u_157a2401c9,ring_112
u_29409af1a9,u_394a3a92a2,ring_113
u_29409af1a9,u_432846e32a,ring_113
u_29409af1a9,u_8081f59900,ring_113
u_29409af1a9,u_a2ec417573,ring_113
u_29409af1a9,u_ce30b626e2,ring_113
u_29409af1a9,u_daf80e85f8,ring_113
u_29409af1a9,u_cc04cffcc6,ring_113
u_29409af1a9,u_69774978fb,ring_113
u_29409af1a9,u_e24d2d15ee,ring_113
u_51f36a0148,u_4c4052661c,ring_114
u_51f36a0148,u_0fbb40f049,ring_114
u_51f36a0148,u_ab3cd1904f,ring_114
u_51f36a0148,u_d32461b2c0,ring_114
u_51f36a0148,u_8243460c86,ring_114
u_51f36a0148,u_769293a223,ring_114
u_51f36a0148,u_6d8e98d60c,ring_114
u_51f36a0148,u_35dddffea1,ring_114
u_51f36a0148,u_cd7db1decd,ring_114
u_51f36a0148,u_276438e63d,ring_114
u_b1657d216c,u_110286d0ce,ring_115
u_b1657d216c,u_6993f2c35a,ring_115
u_b1657d216c,u_6d6dd0c62d,ring_115
u_b1657d216c,u_7cfdb02421,ring_115
u_b1657d216c,u_01732fc4c4,ring_115
u_b1657d216c,u_b60fa7b9ea,ring_115
u_b1657d216c,u_7c34c374bb,ring_115
u_b1657d216c,u_66dac9e295,ring_115
u_b1657d216c,u_f64fd109cc,ring_115
u_b1657d216c,u_02d5be0321,ring_115
u_b1657d216c,u_868e2db97a,ring_115
u_b1657d216c,u_6e5cfde3e4,ring_115
u_829b86b192,u_8747ce480f,ring_116
u_829b86b192,u_c07e3049a6,ring_116
u_829b86b192,u_645e4252fb,ring_116
u_829b86b192,u_7207b0816f,ring_116
u_829b86b192,u_3a5823304a,ring_116
u_829b86b192,u_25303a1d77,ring_116
u_f0d84e8c24,u_df429414d8,ring_117
u_f0d84e8c24,u_7f7f0bf46d,ring_117
u_f0d84e8c24,u_5d84b46470,ring_117
u_f0d84e8c24,u_627aebfba8,ring_117
u_aa9a279774,u_9f56048daa,ring_118
u_aa9a279774,u_500bc3b2ee,ring_118
u_aa9a279774,u_926c5a1148,ring_118
u_aa9a279774,u_eba5712815,ring_118
u_aa9a279774,u_f7f50bc56b,ring_118
u_aa9a279774,u_63e17148d7,ring_118
u_aa9a279774,u_e4c2bbf13d,ring_118
u_aa9a279774,u_105333e583,ring_118
u_aa9a279774,u_92cac9b2fd,ring_118
u_aa9a279774,u_2e6e2de7f3,ring_118
u_25fd706f0e,u_8e00fe26f4,ring_119
u_25fd706f0e,u_987848563e,ring_119
u_25fd706f0e,u_3e15fa6b7a,ring_119
u_25fd706f0e,u_042cc2d018,ring_119
u_25fd706f0e,u_99abe0efa7,ring_119
u_25fd706f0e,u_280f48b0c4,ring_119
u_25fd706f0e,u_4b8dc4e54a,ring_119
u_25fd706f0e,u_d75154c7c3,ring_119
u_25fd706f0e,u_1457126926,ring_119
u_ba6c70b343,u_2d8c434562,ring_120
u_ba6c70b343,u_a41b1e07f6,ring_120
u_ba6c70b343,u_fb6f75198b,ring_120
u_ba6c70b343,u_5f42039337,ring_120
u_93ce07a1ea,u_a5ba62ab26,ring_121
u_93ce07a1ea,u_186833c486,ring_121
u_93ce07a1ea,u_ef080d59a1,ring_121
u_93ce07a1ea,u_8d71d67f32,ring_121
u_93ce07a1ea,u_88eda29f92,ring_121
u_93ce07a1ea,u_cfe5ce41a7,ring_121
u_93ce07a1ea,u_51f89a784e,ring_121
u_93ce07a1ea,u_ab9f677a5b,ring_121
u_26d1b34971,u_3099905624,ring_122
u_26d1b34971,u_049e7dcbb0,ring_122
u_26d1b34971,u_fbb50ea667,ring_122
u_26d1b34971,u_b2b1cab1dd,ring_122
u_26d1b34971,u_e61b084a9c,ring_122
u_26d1b34971,u_346561db64,ring_122
u_26d1b34971,u_eec8c6d29e,ring_122
u_26d1b34971,u_ab0d0d1310,ring_122
u_26d1b34971,u_16dddbf9a4,ring_122
u_26d1b34971,u_13b2be1267,ring_122
u_26d1b34971,u_cf72f0bc13,ring_122
u_37e897db35,u_967a44300a,ring_123
u_37e897db35,u_a11b1baf98,ring_123
u_37e897db35,u_9d40833533,ring_123
u_37e897db35,u_6625811bb3,ring_123
u_37e897db35,u_4a4d4d1e33,ring_123
u_37e897db35,u_ddf08ccb47,ring_123
u_1c894ace95,u_5ef9a6328d,ring_124
u_1c894ace95,u_f75f997a53,ring_124
u_1c894ace95,u_8a7ea21637,ring_124
u_1c894ace95,u_c41ff8a469,ring_124
u_1c894ace95,u_07e270cba9,ring_124
u_1c894ace95,u_9c921e13b2,ring_124
u_1c894ace95,u_4fd5accaf7,ring_124
u_1c894ace95,u_7a5d4271e7,ring_124
u_1c894ace95,u_7ebc66ea84,ring_124
u_1c894ace95,u_ec7d29317d,ring_124
u_1c894ace95,u_612bebf167,ring_124
u_1c894ace95,u_b0eefb3b10,ring_124
u_1c894ace95,u_c0c6565bd0,ring_124
u_9a4dc32d09,u_b1d489d5b8,ring_125
u_9a4dc32d09,u_67df9b64f2,ring_125
u_9a4dc32d09,u_c7b5432b3a,ring_125
u_9a4dc32d09,u_ee1ece0c14,ring_125
u_9a4dc32d09,u_cad8f2ff8b,ring_125
u_9a4dc32d09,u_79dc0d54de,ring_125
u_9a4dc32d09,u_88d6058e5a,ring_125
u_9a4dc32d09,u_853031f54b,ring_125
u_9a4dc32d09,u_3d811db812,ring_125
u_b0ce04268e,u_5904b30cf1,ring_126
u_b0ce04268e,u_72a54cb267,ring_126
u_b0ce04268e,u_9ee3e798b6,ring_126
u_b0ce04268e,u_ee33a1b56a,ring_126
u_b0ce04268e,u_7d723cbb15,ring_126
u_b0ce04268e,u_eeb10615c8,ring_126
u_b0ce04268e,u_10dea8a192,ring_126
u_b0ce04268e,u_a5f65afcf9,ring_126
u_b0ce04268e,u_4715f33084,ring_126
u_dc7064158c,u_dfad332e30,ring_127
u_dc7064158c,u_6229cb3cbd,ring_127
u_dc7064158c,u_9ef9c18b5d,ring_127
u_dc7064158c,u_63db5cf30b,ring_127
u_dc7064158c,u_2ad25d43ac,ring_127
u_dc7064158c,u_960a74c27e,ring_127
u_dc7064158c,u_06792f687c,ring_127
u_dc7064158c,u_2ce61a5530,ring_127
u_dc7064158c,u_9ff392a554,ring_127
u_dc7064158c,u_6719b050cb,ring_127
u_3d48f19d68,u_660c82292a,ring_128
u_3d48f19d68,u_7f49df004e,ring_128
u_3d48f19d68,u_9c2dc12360,ring_128
u_3d48f19d68,u_eeb873ed61,ring_128
u_3d48f19d68,u_5faf33ebe1,ring_128
u_3d48f19d68,u_200bbadf7d,ring_128
u_3d48f19d68,u_fdc40edd1a,ring_128
u_3d48f19d68,u_e549dfc366,ring_128
u_f63ef8b2cd,u_d0073889ee,ring_129
u_f63ef8b2cd,u_67653b7cee,ring_129
u_f63ef8b2cd,u_a15b5c0d25,ring_129
u_f63ef8b2cd,u_51d54c0f67,ring_129
u_f63ef8b2cd,u_91dbf80fd7,ring_129
u_f63ef8b2cd,u_50a45e13b0,ring_129
u_f63ef8b2cd,u_dae79cdab3,ring_129
u_f63ef8b2cd,u_3d8c9a5d5d,ring_129
u_f63ef8b2cd,u_c8b84759c2,ring_129
u_f63ef8b2cd,u_541ef272b6,ring_129
u_f63ef8b2cd,u_859972b0a2,ring_129
u_f63ef8b2cd,u_0e95ce02da,ring_129
u_f63ef8b2cd,u_8582e5effc,ring_129
u_3e79f3dcb0,u_39eb02b98e,ring_130
u_3e79f3dcb0,u_8fbd314c92,ring_130
u_3e79f3dcb0,u_96aef5576f,ring_130
u_3cf6533376,u_a24eb0c98d,ring_131
u_3cf6533376,u_9f89555a00,ring_131
u_3cf6533376,u_2d527993f3,ring_131
u_3cf6533376,u_6271b17e92,ring_131
u_3cf6533376,u_21d963f5ee,ring_131
u_3cf6533376,u_9ad7dd70cf,ring_131
u_3cf6533376,u_3f0d0d5778,ring_131
u_3cf6533376,u_6301ef5bf7,ring_131
u_3cf6533376,u_afe83b52b0,ring_131
u_3cf6533376,u_9d9c653853,ring_131
u_4566dd4857,u_accc69d0f0,ring_132
u_4566dd4857,u_a5b475aa34,ring_132
u_4566dd4857,u_2b801ec181,ring_132
u_4566dd4857,u_7776649f17,ring_132
u_532e0bdc82,u_378391443a,ring_133
u_532e0bdc82,u_ec4c01cf1f,ring_133
u_532e0bdc82,u_2b8ef7e062,ring_133
u_532e0bdc82,u_15fef993f2,ring_133
u_532e0bdc82,u_a9a35298e5,ring_133
u_532e0bdc82,u_a36ed16dee,ring_133
u_532e0bdc82,u_24e620b755,ring_133
u_532e0bdc82,u_93ecb3fd56,ring_133
u_532e0bdc82,u_0a70a94671,ring_133
u_532e0bdc82,u_ce978fda95,ring_133
u_532e0bdc82,u_f693e2e1e8,ring_133
u_532e0bdc82,u_52baed1b95,ring_133
u_532e0bdc82,u_9ca69a3ab2,ring_133
u_c182674648,u_c6c566e673,ring_134
u_c182674648,u_3ca15dd452,ring_134
u_c182674648,u_9638823316,ring_134
u_c182674648,u_384ef0bf6f,ring_134
u_c182674648,u_3f46ae9dd8,ring_134
u_c182674648,u_a198e612ff,ring_134
u_c182674648,u_b41778d2d6,ring_134
u_c182674648,u_8a812cdff3,ring_134
u_c182674648,u_4630a88f74,ring_134
u_c182674648,u_2a6c721052,ring_134
u_8241098289,u_1af4308f2b,ring_135
u_8241098289,u_c038135a03,ring_135
u_8241098289,u_1c8df8eb4c,ring_135
u_df5854af83,u_88c757e93f,ring_136
u_df5854af83,u_653c2af2fc,ring_136
u_df5854af83,u_380a3c1181,ring_136
u_df5854af83,u_1205ba99a0,ring_136
u_df5854af83,u_be8e39edb1,ring_136
u_df5854af83,u_79fe72366a,ring_136
u_df5854af83,u_3bd65897a6,ring_136
u_df5854af83,u_111a091eb1,ring_136
u_df5854af83,u_a44a09138b,ring_136
u_df5854af83,u_f5ea5dfce1,ring_136
u_df5854af83,u_704f4244ee,ring_136
u_df5854af83,u_f72178ac7a,ring_136
u_df5854af83,u_97867eb89e,ring_136
u_1d960727c0,u_888cfd345a,ring_137
u_1d960727c0,u_5611501c3e,ring_137
u_1d960727c0,u_571b8a37e4,ring_137
u_1d960727c0,u_0069643a75,ring_137
u_7aca237101,u_c72473a9e5,ring_138
u_7aca237101,u_97f6c7e9a7,ring_138
u_7aca237101,u_3914c3bb6a,ring_138
u_7aca237101,u_844ba2ce29,ring_138
u_7aca237101,u_b6f500ba50,ring_138
u_7aca237101,u_a8501d4727,ring_138
u_7aca237101,u_4f07f7cf43,ring_138
u_7aca237101,u_bc8c3ea985,ring_138
u_7aca237101,u_3e62d54e15,ring_138
u_7aca237101,u_9f370867fe,ring_138
u_7aca237101,u_63994becc7,ring_138
u_7aca237101,u_31cbfbf9ff,ring_138
u_7aca237101,u_c5cdb76d57,ring_138
u_e804b4df02,u_481db383d3,ring_139
u_e804b4df02,u_1450f19e4a,ring_139
u_e804b4df02,u_6718814455,ring_139
u_e804b4df02,u_52d42bd98c,ring_139
u_e804b4df02,u_a7232fb28f,ring_139
u_e804b4df02,u_79e2fb8e45,ring_139
u_e804b4df02,u_ebd7b83fe4,ring_139
u_e804b4df02,u_237a54176c,ring_139
u_287d2f3a0c,u_cea145ddcc,ring_140
u_287d2f3a0c,u_2962b87eff,ring_140
u_287d2f3a0c,u_aa460dc1f9,ring_140
u_287d2f3a0c,u_b1f9823fa4,ring_140
u_a660e5b246,u_6819705251,ring_141
u_a660e5b246,u_dcd552a238,ring_141
u_a660e5b246,u_fb05701009,ring_141
u_a660e5b246,u_87f7fa5480,ring_141
u_a660e5b246,u_3804cf8952,ring_141
u_a660e5b246,u_3dc55a5c19,ring_141
u_a660e5b246,u_db4ab4c860,ring_141
u_a660e5b246,u_2199ecdd79,ring_141
u_a660e5b246,u_f4794224b7,ring_141
u_a660e5b246,u_b712bc6cbd,ring_141
u_a660e5b246,u_dffa66a561,ring_141
u_a660e5b246,u_20a775356d,ring_141
u_09fae5b28d,u_2066c30463,ring_142
u_09fae5b28d,u_a7ca623877,ring_142
u_09fae5b28d,u_d16a36682b,ring_142
